sl_buffer_mult,eval_dt,code,direction,entry,tp,sl,exit,result,pnl_pct,rr_real,mfe_pct,mae_pct,d1_ohlc_pct,d2_ohlc_pct,d3_ohlc_pct,d4_ohlc_pct,d5_ohlc_pct,cumulative_ohlc,ma_divergence,trend_aligned,swing_rank
1.0,2026-02-17,9432,買い,153.6,160.4,154.2,154.2,loss,0.39,1.0,0.07,0.39,-0.716,-1.888,-3.971,-4.883,-4.753,-16.211,0.218,True,6
1.0,2026-02-17,9501,売り,701.9,599.7,723.0,723.0,loss,-3.01,-1.0,1.41,3.32,-2.707,-5.414,0.684,3.961,9.845,6.368,-7.737,True,7
1.0,2026-02-17,9433,買い,2670.0,2900.0,2681.2,2681.2,loss,0.42,1.0,0.37,1.09,-0.337,-2.659,-6.667,-5.243,-2.116,-17.022,0.688,True,8
1.0,2026-02-17,5713,買い,9210.0,11562.7,9326.1,9326.1,loss,1.26,1.0,7.27,0.11,12.248,21.868,23.04,47.34,72.476,176.971,32.981,True,9
1.0,2026-02-17,4063,売り,5470.0,4919.0,5810.6,5810.6,loss,-6.23,-1.0,0.22,9.14,-3.419,-12.925,-13.455,-20.512,-25.539,-75.85,8.76,False,10
1.0,2026-02-18,7267,買い,1580.0,1699.9,1565.7,1565.7,loss,-0.91,-1.0,1.08,2.37,0.696,-5.127,-6.392,-5.759,-2.911,-19.494,2.007,True,1
1.0,2026-02-18,6954,買い,6406.0,7248.6,6457.4,6457.4,loss,0.8,1.0,1.83,0.61,2.669,1.53,6.275,15.673,29.785,55.932,11.497,True,2
1.0,2026-02-18,6367,売り,20200.0,18105.2,20453.5,20453.5,loss,-1.26,-1.0,3.32,2.25,2.376,6.114,-0.248,-6.609,2.97,4.604,-1.276,True,3
1.0,2026-02-18,9501,売り,715.0,594.0,723.0,723.0,loss,-1.12,-1.0,1.61,1.43,0.182,6.168,9.385,15.161,13.315,44.21,-7.75,True,4
1.0,2026-02-18,9432,買い,153.0,158.2,152.9,152.9,loss,-0.09,-1.0,0.07,0.46,-0.719,-2.81,-3.725,-3.595,-1.176,-12.026,0.121,True,5
1.0,2026-02-18,5108,買い,3676.0,3844.7,3551.2,3747.0,forced_win,1.93,0.57,2.61,2.07,0.952,-3.754,-0.326,3.455,5.767,6.094,0.37,True,6
1.0,2026-02-18,9433,買い,2650.0,2871.8,2655.0,2655.0,loss,0.19,1.0,0.55,0.62,-0.415,-4.453,-3.019,0.132,3.415,-4.34,0.553,True,7
1.0,2026-02-18,8316,買い,5978.0,6216.8,5620.5,5890.0,forced_loss,-1.47,-0.25,2.53,5.6,4.834,0.268,-7.528,-13.265,-5.286,-20.977,12.626,True,8
1.0,2026-02-18,2914,買い,5951.0,6203.6,5840.9,6010.0,forced_win,0.99,0.54,2.29,0.97,1.075,-1.328,0.168,4.319,4.184,8.419,1.94,True,9
1.0,2026-02-18,8306,買い,2961.0,3127.6,2488.9,2925.0,forced_loss,-1.22,-0.08,1.62,5.13,3.04,-1.182,-6.805,-11.955,-5.15,-22.053,11.436,True,10
1.0,2026-02-19,7267,買い,1573.0,1707.6,1565.7,1565.7,loss,-0.46,-1.0,0.03,1.94,-3.814,-5.086,-4.45,-1.589,0.668,-14.272,1.985,True,1
1.0,2026-02-19,9432,買い,152.6,158.2,152.9,152.9,loss,0.17,1.0,0.07,1.05,-2.031,-2.949,-2.818,-0.393,0.721,-7.471,0.058,True,2
1.0,2026-02-19,6501,買い,4992.0,5537.2,4021.4,5226.0,forced_win,4.69,0.24,5.49,4.87,-2.804,-8.153,-3.926,7.171,12.44,4.728,3.472,True,3
1.0,2026-02-19,1812,買い,7048.0,7724.2,6583.4,7142.0,forced_win,1.33,0.2,1.53,3.43,0.922,-4.767,-5.548,-7.25,0.482,-16.161,11.869,True,4
1.0,2026-02-19,9984,売り,4389.0,1861.5,4546.5,4089.0,forced_win,6.84,1.9,8.18,0.39,3.987,18.751,19.663,13.169,21.28,76.851,-8.334,True,5
1.0,2026-02-19,8316,買い,6045.0,6385.4,5620.5,5997.0,forced_loss,-0.79,-0.11,0.05,6.65,-3.06,-10.769,-16.443,-8.553,-5.062,-43.888,12.463,True,6
1.0,2026-02-19,9501,売り,709.2,638.6,723.0,700.4,forced_win,1.24,0.64,7.71,0.01,3.765,7.008,12.831,10.97,8.347,42.922,-7.738,True,7
1.0,2026-02-19,6954,買い,6494.0,7095.4,6075.3,7095.4,win,9.26,1.44,10.49,1.54,-2.556,2.125,11.395,25.316,26.209,62.488,10.965,True,8
1.0,2026-02-19,9433,買い,2600.0,2875.8,2655.0,2655.0,loss,2.12,1.0,1.06,0.44,1.231,2.692,5.904,9.25,8.942,28.019,0.387,True,9
1.0,2026-02-19,1605,買い,3727.0,3979.7,3242.2,3800.0,forced_win,1.96,0.15,1.96,3.65,-2.871,-2.79,-7.808,-3.166,2.764,-13.872,6.812,True,10
1.0,2026-02-20,6367,売り,19560.0,18105.2,20513.0,20513.0,loss,-4.87,-1.0,0.15,5.6,-10.072,-16.641,-6.748,-4.294,-5.521,-43.277,-1.324,True,1
1.0,2026-02-20,6501,買い,4900.0,5614.3,4958.8,4958.8,loss,1.2,1.0,2.18,3.08,-2.673,1.633,12.939,18.306,10.571,40.776,3.067,True,2
1.0,2026-02-20,9984,売り,4150.0,1861.5,4546.5,4046.0,forced_win,2.51,0.26,4.53,2.87,2.554,3.518,-3.349,5.229,8.169,16.12,-7.609,True,3
1.0,2026-02-20,9433,買い,2634.5,2832.8,2471.8,2663.0,forced_win,1.08,0.18,2.62,0.82,-1.272,1.898,5.2,4.897,3.492,14.215,0.148,True,4
1.0,2026-02-20,7267,買い,1556.0,1702.9,1565.7,1565.7,loss,0.62,1.0,0.1,1.12,-1.864,-1.221,1.671,3.952,-2.185,0.353,1.872,True,5
1.0,2026-02-20,9501,売り,705.1,638.6,723.0,667.8,forced_win,5.29,2.08,7.64,0.31,5.304,11.162,9.289,6.652,17.26,49.667,-7.74,True,6
1.0,2026-02-20,6954,買い,6456.0,7209.9,6457.4,6457.4,loss,0.02,1.0,3.05,0.48,3.903,13.228,27.23,28.129,21.004,93.494,10.251,True,7
1.0,2026-02-20,6762,売り,2359.5,2188.4,2472.9,2472.9,loss,-4.81,-1.0,0.76,5.87,-2.098,-4.365,-11.231,-5.806,3.412,-20.089,-7.666,True,8
1.0,2026-02-20,9432,売り,152.0,146.9,152.9,152.9,loss,-0.57,-1.0,0.99,0.92,1.776,1.645,-0.789,-1.908,-0.461,0.263,-0.041,True,9
1.0,2026-02-20,5108,買い,3700.0,3957.8,3610.2,3698.0,forced_loss,-0.05,-0.02,2.59,1.62,-2.27,1.486,3.784,5.432,0.405,8.838,0.588,True,10
1.0,2026-02-24,5108,買い,3726.0,3878.7,3610.2,3610.2,loss,-3.11,-1.0,1.88,4.35,-0.617,1.664,3.301,-1.691,-8.884,-6.227,0.62,True,1
1.0,2026-02-24,9501,売り,691.0,602.6,723.0,637.4,forced_win,7.76,1.67,8.05,1.45,5.268,3.357,0.666,11.491,18.017,38.799,-7.745,True,2
1.0,2026-02-24,7267,買い,1552.0,1640.3,1540.8,1540.8,loss,-0.72,-1.0,2.13,1.61,-0.451,2.448,4.736,-1.418,-8.215,-2.899,1.632,True,3
1.0,2026-02-24,9984,売り,4200.0,1861.5,4546.5,3992.0,forced_win,4.95,0.6,5.67,1.64,7.048,0.262,8.738,11.643,11.214,38.905,-6.687,True,4
1.0,2026-02-24,8316,買い,5790.0,6491.2,5620.5,5620.5,loss,-2.93,-1.0,3.58,3.37,-3.955,4.283,7.927,-4.318,-8.946,-5.009,11.992,True,5
1.0,2026-02-24,6857,買い,26765.0,29464.6,11260.3,25725.0,forced_loss,-3.89,-0.07,9.64,4.95,13.245,16.626,-0.037,-8.668,-9.546,11.62,14.416,True,6
1.0,2026-02-24,6762,売り,2390.0,2188.4,2467.9,2467.9,loss,-3.26,-1.0,1.15,4.52,-0.481,-7.259,-1.904,7.197,28.724,26.276,-6.964,True,7
1.0,2026-02-24,9433,売り,2640.5,2471.8,2655.0,2655.0,loss,-0.55,-1.0,0.36,1.0,-1.212,-4.507,-4.204,-2.802,-1.041,-13.766,-0.011,True,8
1.0,2026-02-24,8002,買い,5839.0,6288.5,3803.8,5757.0,forced_loss,-1.4,-0.04,5.15,1.76,4.83,9.163,6.85,2.226,-0.668,22.401,17.583,True,9
1.0,2026-02-24,6954,買い,6700.0,7104.1,6075.3,7104.1,win,6.03,0.65,7.09,0.75,1.821,15.313,16.179,9.313,0.493,43.119,9.632,True,10
1.0,2026-02-25,5108,買い,3752.0,3925.5,3610.2,3610.2,loss,-3.78,-1.0,1.17,5.01,-0.426,1.199,-3.758,-10.901,-20.975,-34.861,0.653,True,1
1.0,2026-02-25,8316,買い,5834.0,6336.4,5620.5,5620.5,loss,-3.66,-1.0,2.79,4.1,1.988,5.605,-6.548,-11.142,-30.562,-40.658,11.644,True,2
1.0,2026-02-25,9501,売り,696.0,587.7,694.9,694.9,loss,0.16,1.0,2.99,0.49,5.488,2.816,13.563,20.043,28.261,70.172,-7.611,True,3
1.0,2026-02-25,7267,買い,1557.5,1640.3,1540.8,1540.8,loss,-1.07,-1.0,1.77,1.96,1.38,3.66,-2.472,-9.246,-18.78,-25.457,1.44,True,4
1.0,2026-02-25,6954,買い,6969.0,7226.0,6457.4,6457.4,loss,-7.34,-1.0,2.96,12.61,3.142,3.975,-2.626,-11.106,-30.837,-37.452,9.149,True,5
1.0,2026-02-25,7203,買い,3780.0,3961.8,2909.7,3520.0,forced_loss,-6.88,-0.3,4.68,7.49,0.317,0.688,5.635,-4.339,-17.302,-15.0,7.54,True,6
1.0,2026-02-25,6762,売り,2443.0,2188.4,2457.0,2457.0,loss,-0.57,-1.0,1.15,2.25,-0.594,4.646,13.549,34.609,39.971,92.182,-6.36,True,7
1.0,2026-02-25,4519,売り,10290.0,8362.2,10396.1,10396.1,loss,-1.03,-1.0,1.02,1.07,-0.097,-5.151,0.923,11.429,16.404,23.508,6.069,False,8
1.0,2026-02-25,9104,売り,5507.0,5014.3,5612.7,5612.7,loss,-1.92,-1.0,0.13,3.45,-6.664,-13.111,-25.241,-29.217,-21.191,-95.424,6.537,False,9
1.0,2026-02-25,8035,売り,46600.0,41183.8,45972.5,45972.5,loss,1.35,1.0,4.03,0.0,6.803,18.004,21.094,23.348,35.794,105.043,14.585,False,10
1.0,2026-02-26,8316,買い,5886.0,6225.0,5620.5,5620.5,loss,-4.51,-1.0,1.89,4.94,2.905,-9.14,-13.694,-32.943,-25.144,-78.016,11.219,True,1
1.0,2026-02-26,8053,買い,6450.0,6982.5,6254.8,6254.8,loss,-3.03,-1.0,3.64,10.48,6.047,3.86,-0.899,-24.372,-21.333,-36.698,13.801,True,2
1.0,2026-02-26,9501,売り,676.0,589.4,694.9,694.9,loss,-2.79,-1.0,1.33,3.7,-5.976,5.089,11.76,20.222,6.731,37.825,-7.494,True,3
1.0,2026-02-26,6762,売り,2405.5,2188.4,2412.1,2412.1,loss,-0.27,-1.0,1.62,0.79,0.042,9.083,30.472,35.918,25.359,100.873,-5.558,True,4
1.0,2026-02-26,7013,買い,4188.0,4650.5,2304.4,3921.0,forced_loss,-6.38,-0.14,8.4,10.39,4.967,13.658,9.265,-20.105,-17.359,-9.575,18.424,True,5
1.0,2026-02-26,7203,買い,3740.0,4024.7,2909.7,3481.0,forced_loss,-6.93,-0.31,5.8,6.93,3.904,8.904,-1.176,-14.278,-16.658,-19.305,7.407,True,6
1.0,2026-02-26,9984,売り,4080.0,1861.5,4278.0,3864.0,forced_win,5.29,1.09,11.64,2.01,0.172,3.162,2.721,24.804,12.819,43.676,-5.114,True,7
1.0,2026-02-26,6954,買い,7050.0,7433.3,6648.4,6648.4,loss,-5.7,-1.0,1.5,6.81,0.482,-6.043,-14.426,-33.929,-30.752,-84.667,8.796,True,8
1.0,2026-02-26,6501,買い,5200.0,5491.9,4177.6,4860.0,forced_loss,-6.54,-0.33,1.27,10.44,-0.058,-7.346,-19.519,-25.885,-17.365,-70.173,2.292,True,9
1.0,2026-02-26,8306,買い,2934.5,3073.6,2488.9,2735.0,forced_loss,-6.8,-0.45,1.16,11.45,1.585,-11.297,-13.989,-27.96,-19.373,-71.034,9.741,True,10
1.0,2026-02-27,5401,買い,635.4,669.9,604.3,604.3,loss,-4.89,-1.0,0.33,6.04,-2.817,-4.926,-13.409,-13.141,-15.911,-50.205,3.914,True,1
1.0,2026-02-27,9501,売り,668.0,577.5,694.9,642.7,forced_win,3.79,0.94,8.56,2.4,1.557,8.308,16.871,3.219,11.153,41.108,-7.396,True,2
1.0,2026-02-27,7267,買い,1552.0,1640.3,1540.8,1540.8,loss,-0.72,-1.0,0.13,1.61,-1.418,-8.215,-17.784,-20.039,-19.362,-66.817,1.119,True,3
1.0,2026-02-27,7735,売り,11170.0,6913.1,12323.7,10400.0,forced_win,6.89,0.67,12.65,1.41,0.022,10.9,30.573,26.298,23.277,91.07,27.705,False,4
1.0,2026-02-27,6762,売り,2320.0,2188.4,2519.3,2188.4,win,5.67,0.66,9.85,1.7,-1.638,20.539,26.185,15.237,14.375,74.698,-4.676,True,5
1.0,2026-02-27,9432,売り,152.5,146.6,152.9,151.1,forced_win,0.92,3.84,1.51,0.13,0.525,1.18,2.951,3.213,2.885,10.754,-0.595,True,6
1.0,2026-02-27,7203,買い,3685.0,4080.6,3742.2,3742.2,loss,1.55,1.0,7.38,0.9,13.514,3.284,-10.014,-12.429,-14.301,-19.946,7.422,True,7
1.0,2026-02-27,5803,売り,4316.7,2886.6,4816.9,4816.9,loss,-11.59,-1.0,0.04,15.1,-19.653,-25.058,0.907,-8.34,9.672,-42.471,12.162,False,8
1.0,2026-02-27,6146,売り,74000.0,47570.0,82349.6,73510.0,forced_win,0.66,0.06,8.27,2.5,-2.878,0.703,15.189,9.216,5.946,28.176,25.209,False,9
1.0,2026-02-27,7741,売り,27485.0,25169.4,30027.0,28510.0,forced_loss,-3.73,-0.4,1.69,4.29,-5.421,-7.695,0.146,-8.677,-8.132,-29.78,7.404,False,10
1.0,2026-03-02,5401,買い,629.2,699.2,628.9,628.9,loss,-0.05,-1.0,1.32,1.92,-2.018,-10.585,-10.315,-13.112,-19.374,-55.404,3.654,True,1
1.0,2026-03-02,6098,売り,6809.0,5905.2,7679.6,6700.0,forced_win,1.6,0.13,4.66,4.6,1.072,1.351,-7.652,-9.282,7.534,-6.976,-9.962,True,2
1.0,2026-03-02,9432,売り,152.0,147.9,154.2,154.0,forced_loss,-1.32,-0.91,1.25,1.32,0.197,1.974,2.237,1.908,-1.382,4.934,-0.725,True,3
1.0,2026-03-02,6501,買い,4941.0,5843.5,5115.0,5115.0,loss,3.52,1.0,0.85,3.12,-4.817,-11.516,-2.55,-8.298,-17.061,-44.242,2.247,True,4
1.0,2026-03-02,8306,買い,2808.5,3209.0,2965.8,2965.8,loss,5.6,1.0,1.34,1.3,-1.157,-15.756,-6.783,-7.584,-18.23,-49.51,9.234,True,5
1.0,2026-03-02,6762,売り,2295.0,2188.4,2511.5,2188.4,win,4.64,0.49,8.87,0.13,17.495,23.203,12.135,11.264,29.76,93.856,-3.841,True,6
1.0,2026-03-02,9984,売り,4106.0,1861.5,4278.0,3541.0,forced_win,13.76,3.28,16.32,1.36,4.603,26.547,14.637,16.05,42.45,104.286,-3.56,True,7
1.0,2026-03-02,8031,売り,6030.0,5106.6,6035.1,6035.1,loss,-0.09,-1.0,1.33,1.79,0.713,22.073,5.34,7.877,17.678,53.682,12.795,False,8
1.0,2026-03-02,6954,売り,6890.0,6413.2,7360.1,6413.2,win,6.92,1.01,11.61,1.0,7.794,27.75,24.499,27.736,45.835,133.614,8.529,False,9
1.0,2026-03-02,4519,売り,9939.0,8344.1,10763.0,9480.0,forced_win,4.62,0.56,8.28,1.52,1.238,6.389,3.26,10.997,16.028,37.911,7.353,False,10
1.0,2026-03-03,6758,売り,3368.0,3228.0,3643.1,3228.0,win,4.16,0.51,4.45,3.62,-3.147,-2.791,-6.146,5.76,-2.524,-8.848,-12.029,True,1
1.0,2026-03-03,6701,売り,4102.0,3613.1,4286.9,4286.9,loss,-4.51,-1.0,2.24,8.73,-2.608,-13.774,-21.624,-18.601,-24.963,-81.57,-13.132,True,2
1.0,2026-03-03,5401,買い,615.0,690.9,628.9,628.9,loss,2.26,1.0,0.62,2.93,-3.902,-3.626,-6.488,-12.894,-8.163,-35.073,3.259,True,3
1.0,2026-03-03,7741,買い,27435.0,30729.8,27370.6,27370.6,loss,-0.23,-1.0,1.99,1.51,0.401,9.24,8.693,-8.11,-0.747,9.477,8.079,True,4
1.0,2026-03-03,9432,売り,150.7,147.0,152.9,152.9,loss,-1.44,-1.0,0.4,2.19,-0.597,-0.332,-0.664,-3.981,-5.707,-11.281,-0.839,True,5
1.0,2026-03-03,7974,売り,8588.0,7765.8,8822.9,8822.9,loss,-2.73,-1.0,0.03,3.04,-4.332,-2.108,-3.423,1.514,-15.265,-23.614,-16.08,True,6
1.0,2026-03-03,8766,買い,6097.0,6828.2,6267.5,6267.5,loss,2.8,1.0,0.34,2.51,-3.379,6.659,2.509,-7.118,-0.082,-1.411,3.695,True,7
1.0,2026-03-03,6098,売り,6831.0,5747.0,7679.6,6598.0,forced_win,3.41,0.27,4.96,4.26,2.313,-6.661,-8.286,8.476,8.608,4.45,-10.767,True,8
1.0,2026-03-03,9984,売り,3895.0,1861.5,4278.0,3632.0,forced_win,6.75,0.69,11.78,3.65,11.733,-0.822,0.668,28.498,21.438,61.515,-3.294,True,9
1.0,2026-03-03,6146,買い,71650.0,84911.8,47570.0,69790.0,forced_loss,-2.6,-0.08,3.17,10.51,-5.848,0.321,3.699,-22.652,-6.211,-30.691,25.309,True,10
1.0,2026-03-04,8035,買い,42490.0,47609.1,41125.2,41125.2,loss,-3.21,-1.0,1.88,3.91,-2.448,-6.637,-27.724,-16.663,-13.98,-67.451,13.795,True,1
1.0,2026-03-04,6701,売り,4458.0,3507.1,4286.9,4286.9,loss,3.84,1.0,6.08,0.04,11.283,4.06,6.842,0.987,6.931,30.103,-14.099,True,2
1.0,2026-03-04,9432,売り,152.1,146.8,152.9,152.9,loss,-0.5,-1.0,1.31,1.25,2.433,2.104,-1.183,-2.893,-5.391,-4.931,-0.987,True,3
1.0,2026-03-04,7741,買い,28235.0,30900.1,27370.6,27370.6,loss,-3.06,-1.0,1.52,6.73,0.478,-0.053,-16.38,-9.226,-4.055,-29.237,8.371,True,4
1.0,2026-03-04,5401,買い,617.0,669.9,604.3,604.3,loss,-2.06,-1.0,0.96,2.77,-4.587,-7.439,-13.825,-9.109,-2.123,-37.083,2.914,True,5
1.0,2026-03-04,6146,買い,71730.0,82992.4,47570.0,72370.0,forced_win,0.89,0.03,2.87,10.61,-0.014,3.36,-22.961,-6.538,2.286,-23.867,24.948,True,6
1.0,2026-03-04,8306,買い,2745.0,2965.8,2330.0,2684.5,forced_loss,-2.2,-0.15,1.57,6.3,0.0,-0.82,-11.712,-2.477,-3.752,-18.761,8.626,True,7
1.0,2026-03-04,9984,売り,3900.0,1861.5,4009.5,4009.5,loss,-2.81,-1.0,2.15,3.51,-0.436,1.051,28.846,21.795,0.897,52.154,-3.13,True,8
1.0,2026-03-04,8316,買い,5403.0,6145.1,4119.9,5302.0,forced_loss,-1.87,-0.08,1.48,6.94,-0.574,-1.555,-13.604,-3.702,-2.517,-21.951,10.294,True,9
1.0,2026-03-04,7182,買い,2875.0,3145.6,1848.1,2754.0,forced_loss,-4.21,-0.12,0.9,9.5,-2.4,-7.461,-22.226,-14.487,-10.939,-57.513,22.938,True,10
1.0,2026-03-05,8766,買い,6157.0,6515.9,5946.5,5946.5,loss,-3.42,-1.0,0.52,6.11,-0.439,-9.972,-3.005,-4.434,-12.782,-30.632,4.003,True,1
1.0,2026-03-05,7267,買い,1431.5,1540.8,1441.3,1441.3,loss,0.69,1.0,2.13,0.0,4.261,2.34,7.265,9.466,3.353,26.685,0.397,True,2
1.0,2026-03-05,9432,売り,150.4,145.9,151.5,151.5,loss,-0.75,-1.0,0.07,0.86,-1.263,-4.588,-6.316,-8.843,-9.309,-30.319,-1.132,True,3
1.0,2026-03-05,9983,買い,63920.0,69628.8,56087.5,65170.0,forced_win,1.96,0.16,2.49,3.39,4.271,-4.459,1.752,0.235,2.253,4.052,7.938,True,4
1.0,2026-03-05,6503,買い,5490.0,5901.2,4230.1,5523.0,forced_win,0.6,0.03,1.55,7.52,-0.874,-16.375,-4.9,1.111,0.601,-20.437,12.237,True,5
1.0,2026-03-05,7974,売り,8582.0,7757.2,8822.9,8822.9,loss,-2.81,-1.0,1.92,6.61,-3.636,1.305,-15.486,-45.223,-50.851,-113.89,-16.347,True,6
1.0,2026-03-05,6701,売り,4308.0,3535.3,4286.9,4286.9,loss,0.49,1.0,0.88,3.95,-6.244,-3.366,-9.424,-3.273,5.362,-16.945,-14.863,True,7
1.0,2026-03-05,6301,買い,7073.0,7758.8,5401.8,7205.0,forced_win,1.87,0.08,4.67,8.43,2.517,-19.61,0.99,9.543,4.284,-2.276,22.559,True,8
1.0,2026-03-05,6758,売り,3358.0,3004.3,3389.5,3389.5,loss,-0.94,-1.0,0.3,3.93,-7.058,4.884,-3.425,-8.755,-6.611,-20.965,-11.906,True,9
1.0,2026-03-05,9501,売り,650.1,535.2,638.6,638.6,loss,1.77,1.0,3.26,1.2,3.199,22.996,20.812,12.767,7.245,67.02,-6.832,True,10
1.0,2026-03-06,8001,買い,1971.0,2307.4,2084.1,2084.1,loss,5.74,1.0,3.27,0.2,6.038,16.616,18.924,11.517,12.177,65.271,6.496,True,1
1.0,2026-03-06,8035,買い,38290.0,47089.7,41125.2,41125.2,loss,7.4,1.0,2.3,1.8,2.142,14.416,17.394,11.779,2.011,47.741,13.14,True,2
1.0,2026-03-06,8766,買い,5783.0,6711.8,6160.5,6160.5,loss,6.53,1.0,4.67,0.03,8.784,16.203,14.681,5.793,4.859,50.32,4.288,True,3
1.0,2026-03-06,7203,買い,3299.0,3884.8,2895.6,3370.0,forced_win,2.15,0.18,8.18,0.12,6.487,15.914,20.673,15.095,8.033,66.202,7.117,True,4
1.0,2026-03-06,7003,買い,6279.0,8381.5,6229.3,6229.3,loss,-0.79,-1.0,1.96,5.86,-5.845,4.842,14.684,2.564,-0.159,16.085,11.573,True,5
1.0,2026-03-06,5713,買い,9525.0,13005.7,9589.2,9589.2,loss,0.67,1.0,1.55,5.11,-3.129,15.748,32.756,21.522,13.659,80.556,34.8,True,6
1.0,2026-03-06,6954,買い,5801.0,7115.5,4413.7,6103.0,forced_win,5.21,0.22,9.74,2.78,1.879,17.359,24.927,20.565,14.187,78.917,7.306,True,7
1.0,2026-03-06,6501,買い,4567.0,5497.0,4802.5,4802.5,loss,5.16,1.0,3.33,0.53,6.109,23.057,21.196,20.604,16.904,87.869,1.535,True,8
1.0,2026-03-06,7267,買い,1413.5,1540.8,1390.9,1390.9,loss,-1.6,-1.0,5.91,4.42,6.19,11.178,13.406,7.216,-9.657,28.334,0.209,True,9
1.0,2026-03-06,6701,売り,4250.0,3555.7,4286.9,4286.9,loss,-0.87,-1.0,0.45,3.98,-7.506,-13.647,-7.412,1.341,1.976,-25.247,-15.647,True,10
1.0,2026-03-09,7003,買い,6420.0,8258.2,6229.3,6229.3,loss,-2.97,-1.0,4.86,3.3,-1.854,7.773,-4.081,-6.745,-3.832,-8.738,11.51,True,1
1.0,2026-03-09,6861,買い,59100.0,67516.9,60940.0,60940.0,loss,3.11,1.0,2.62,0.08,5.161,13.875,12.132,7.377,2.944,41.489,3.481,True,2
1.0,2026-03-09,8001,買い,2079.5,2286.2,2084.1,2084.1,loss,0.22,1.0,1.37,1.66,0.096,2.284,-4.737,-4.112,-5.65,-12.118,6.61,True,3
1.0,2026-03-09,6501,買い,4915.0,5445.9,4802.5,4802.5,loss,-2.29,-1.0,1.1,2.54,0.183,-1.546,-2.096,-5.534,-6.246,-15.239,1.441,True,4
1.0,2026-03-09,6954,買い,6108.0,7126.7,4413.7,5957.0,forced_loss,-2.47,-0.09,4.22,3.08,1.408,8.595,4.453,-1.604,-6.238,6.614,7.175,True,5
1.0,2026-03-09,8766,買い,6099.0,6674.4,6160.5,6160.5,loss,1.01,1.0,1.0,1.02,-0.18,-1.623,-10.051,-10.936,-10.133,-32.923,4.612,True,6
1.0,2026-03-09,8035,買い,40760.0,47033.3,41125.2,41125.2,loss,0.9,1.0,1.08,3.93,-4.637,-1.84,-7.115,-16.29,-15.088,-44.971,12.599,True,7
1.0,2026-03-09,7974,売り,8855.0,7763.5,8822.9,8822.9,loss,0.36,1.0,0.55,3.32,-5.759,-34.579,-40.034,-45.68,-44.777,-170.83,-16.508,True,8
1.0,2026-03-09,7267,買い,1465.0,1565.7,1441.3,1441.3,loss,-1.62,-1.0,2.18,2.12,0.239,2.389,-3.584,-19.863,-23.106,-43.925,0.182,True,9
1.0,2026-03-09,6758,売り,3398.0,3089.4,3474.0,3474.0,loss,-2.24,-1.0,1.62,2.88,0.147,-5.121,-3.002,-3.031,-1.089,-12.095,-11.238,True,10
1.0,2026-03-10,9432,売り,154.3,148.2,154.2,154.2,loss,0.07,1.0,0.58,0.84,-1.037,-1.491,-2.787,-2.916,-5.768,-13.999,-1.331,True,1
1.0,2026-03-10,8766,買い,6131.0,6575.5,5946.5,5946.5,loss,-3.01,-1.0,0.57,5.33,-3.181,-11.564,-12.445,-11.646,-8.661,-47.496,4.839,True,2
1.0,2026-03-10,6701,売り,4452.0,3946.5,4457.1,4457.1,loss,-0.11,-1.0,3.64,0.27,6.536,14.892,15.499,13.028,15.903,65.858,-16.799,True,3
1.0,2026-03-10,6702,売り,3600.0,3269.5,4079.3,3522.0,forced_win,2.17,0.16,2.75,1.03,1.722,5.028,4.056,4.667,6.417,21.889,-7.37,True,4
1.0,2026-03-10,7267,買い,1485.0,1540.8,1441.3,1441.3,loss,-2.94,-1.0,0.81,3.43,-1.684,-7.576,-23.636,-26.835,-29.192,-88.923,0.076,True,5
1.0,2026-03-10,7974,売り,9862.0,7698.6,8822.9,8822.9,loss,10.54,1.0,2.61,2.31,-0.416,-5.313,-10.383,-9.572,-1.704,-27.388,-16.476,True,6
1.0,2026-03-10,8001,買い,2127.0,2238.4,1712.3,2064.0,forced_loss,-2.96,-0.15,0.09,5.92,-4.466,-11.331,-10.719,-12.224,-8.251,-46.991,6.649,True,7
1.0,2026-03-10,7013,買い,3898.0,4453.9,2304.4,3781.0,forced_loss,-3.0,-0.07,0.56,7.34,-6.029,-6.491,-15.008,-13.571,-7.209,-48.307,19.257,True,8
1.0,2026-03-10,6501,買い,4948.0,5350.7,4021.4,4801.0,forced_loss,-2.97,-0.16,0.42,4.1,-3.537,-4.082,-7.498,-8.205,-7.215,-30.538,1.326,True,9
1.0,2026-03-10,4502,買い,5723.0,5973.5,4546.0,5820.0,forced_win,1.69,0.08,2.46,1.78,1.677,-2.691,-2.866,-0.681,5.242,0.681,11.837,True,10
1.0,2026-03-11,9432,売り,155.7,148.4,154.2,154.2,loss,0.97,1.0,1.22,0.0,1.22,-0.064,-0.193,-3.019,-4.945,-7.001,-1.376,True,1
1.0,2026-03-11,6702,売り,3511.0,3269.5,3674.4,3475.0,forced_win,1.03,0.22,1.17,2.02,-2.449,-3.446,-2.82,-1.025,2.193,-7.548,-7.828,True,2
1.0,2026-03-11,8766,買い,6000.0,6631.4,6053.5,6053.5,loss,0.89,1.0,0.03,3.27,-5.267,-6.167,-5.35,-2.3,2.267,-16.817,5.044,True,3
1.0,2026-03-11,2914,買い,5704.0,6088.4,5721.2,5721.2,loss,0.3,1.0,0.28,1.16,-1.648,-0.21,4.734,8.59,12.658,24.123,1.929,True,4
